# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 314200    5.54e-02  5.70e-02    5.20e-04  7.24e-04    4.78e-02  4.89e-02    3.2e-07
 314300    5.52e-02  5.14e-02    4.24e-04  3.72e-04    4.78e-02  4.45e-02    3.2e-07
 314400    5.52e-02  5.08e-02    3.99e-04  4.00e-05    4.78e-02  4.42e-02    3.2e-07
 314500    5.52e-02  5.16e-02    3.79e-04  2.70e-04    4.78e-02  4.48e-02    3.2e-07
 314600    5.53e-02  5.62e-02    4.74e-04  1.01e-03    4.78e-02  4.74e-02    3.2e-07
 314700    5.52e-02  5.02e-02    3.65e-04  6.16e-04    4.78e-02  4.31e-02    3.2e-07
 314800    5.62e-02  5.76e-02    8.76e-04  1.47e-03    4.78e-02  4.70e-02    3.2e-07
 314900    5.51e-02  5.58e-02    3.71e-04  2.20e-04    4.78e-02  4.85e-02    3.2e-07
 315000    5.56e-02  5.71e-02    6.42e-04  7.92e-04    4.78e-02  4.88e-02    3.2e-07
 315100    5.56e-02  5.16e-02    6.53e-04  2.54e-04    4.78e-02  4.48e-02    3.2e-07
 315200    5.51e-02  5.44e-02    3.75e-04  8.81e-04    4.78e-02  4.62e-02    3.2e-07
 315300    5.52e-02  5.31e-02    4.03e-04  9.05e-06    4.79e-02  4.62e-02    3.2e-07
 315400    5.53e-02  5.40e-02    4.74e-04  4.80e-05    4.79e-02  4.71e-02    3.2e-07
 315500    5.52e-02  5.21e-02    3.65e-04  1.23e-04    4.78e-02  4.53e-02    3.2e-07
 315600    5.51e-02  5.28e-02    3.68e-04  5.02e-04    4.78e-02  4.56e-02    3.2e-07
 315700    5.58e-02  5.22e-02    7.17e-04  1.66e-04    4.78e-02  4.55e-02    3.2e-07
 315800    5.51e-02  5.41e-02    3.66e-04  5.75e-04    4.78e-02  4.66e-02    3.2e-07
 315900    5.52e-02  5.66e-02    4.29e-04  8.56e-05    4.78e-02  4.93e-02    3.2e-07
 316000    5.50e-02  5.72e-02    4.73e-04  9.92e-04    4.78e-02  4.87e-02    3.0e-07
 316100    5.49e-02  5.64e-02    4.66e-04  4.13e-04    4.78e-02  4.92e-02    3.0e-07
 316200    5.48e-02  5.25e-02    3.84e-04  8.63e-05    4.78e-02  4.60e-02    3.0e-07
 316300    5.49e-02  5.43e-02    4.31e-04  1.96e-04    4.78e-02  4.75e-02    3.0e-07
 316400    5.48e-02  5.83e-02    3.78e-04  5.13e-04    4.78e-02  5.07e-02    3.0e-07
 316500    5.48e-02  5.28e-02    3.90e-04  1.24e-04    4.78e-02  4.62e-02    3.0e-07
 316600    5.48e-02  5.24e-02    3.67e-04  4.93e-04    4.78e-02  4.55e-02    3.0e-07
 316700    5.49e-02  5.23e-02    4.27e-04  4.92e-04    4.78e-02  4.55e-02    3.0e-07
 316800    5.48e-02  5.32e-02    3.67e-04  5.28e-04    4.78e-02  4.62e-02    3.0e-07
 316900    5.51e-02  5.11e-02    5.70e-04  7.94e-05    4.78e-02  4.48e-02    3.0e-07
 317000    5.48e-02  5.67e-02    3.67e-04  6.72e-04    4.78e-02  4.90e-02    3.0e-07
 317100    5.48e-02  5.40e-02    3.99e-04  4.00e-04    4.78e-02  4.71e-02    3.0e-07
 317200    5.49e-02  5.46e-02    4.47e-04  3.93e-04    4.78e-02  4.76e-02    3.0e-07
 317300    5.48e-02  5.45e-02    3.98e-04  5.45e-04    4.78e-02  4.73e-02    3.0e-07
 317400    5.50e-02  5.06e-02    5.08e-04  3.01e-05    4.78e-02  4.43e-02    3.0e-07
 317500    5.50e-02  5.37e-02    4.94e-04  1.25e-04    4.78e-02  4.70e-02    3.0e-07
 317600    5.55e-02  5.95e-02    7.27e-04  1.58e-04    4.78e-02  5.21e-02    3.0e-07
 317700    5.49e-02  5.51e-02    4.49e-04  9.71e-04    4.78e-02  4.68e-02    3.0e-07
 317800    5.49e-02  5.71e-02    4.66e-04  8.03e-04    4.78e-02  4.91e-02    3.0e-07
 317900    5.48e-02  5.24e-02    3.85e-04  2.51e-04    4.78e-02  4.58e-02    3.0e-07
 318000    5.46e-02  5.62e-02    4.56e-04  8.60e-05    4.78e-02  4.95e-02    2.9e-07
 318100    5.47e-02  5.70e-02    4.97e-04  1.18e-03    4.78e-02  4.82e-02    2.9e-07
 318200    5.46e-02  5.13e-02    4.31e-04  8.26e-04    4.78e-02  4.41e-02    2.9e-07
 318300    5.45e-02  5.19e-02    3.67e-04  3.80e-04    4.78e-02  4.56e-02    2.9e-07
 318400    5.45e-02  5.66e-02    3.71e-04  5.24e-05    4.78e-02  4.98e-02    2.9e-07
 318500    5.45e-02  4.75e-02    3.66e-04  2.45e-04    4.78e-02  4.18e-02    2.9e-07
 318600    5.46e-02  5.33e-02    4.20e-04  5.63e-04    4.78e-02  4.64e-02    2.9e-07
 318700    5.45e-02  5.73e-02    4.01e-04  2.98e-04    4.78e-02  5.04e-02    2.9e-07
 318800    5.46e-02  4.93e-02    4.07e-04  5.51e-04    4.78e-02  4.30e-02    2.9e-07
 318900    5.45e-02  5.61e-02    3.86e-04  6.25e-05    4.78e-02  4.95e-02    2.9e-07
 319000    5.45e-02  5.64e-02    3.92e-04  8.30e-04    4.78e-02  4.87e-02    2.9e-07
 319100    5.46e-02  5.32e-02    4.17e-04  5.31e-04    4.78e-02  4.65e-02    2.9e-07
 319200    5.45e-02  5.56e-02    3.69e-04  3.13e-04    4.78e-02  4.88e-02    2.9e-07
 319300    5.45e-02  5.53e-02    3.69e-04  3.81e-04    4.78e-02  4.85e-02    2.9e-07
 319400    5.45e-02  5.13e-02    3.84e-04  3.59e-04    4.78e-02  4.50e-02    2.9e-07
 319500    5.45e-02  5.69e-02    4.08e-04  7.44e-04    4.78e-02  4.93e-02    2.9e-07
 319600    5.50e-02  4.92e-02    6.38e-04  2.37e-04    4.78e-02  4.33e-02    2.9e-07
 319700    5.46e-02  5.31e-02    4.23e-04  3.74e-04    4.78e-02  4.66e-02    2.9e-07
 319800    5.45e-02  5.38e-02    3.71e-04  1.21e-04    4.78e-02  4.74e-02    2.9e-07
 319900    5.45e-02  5.43e-02    3.82e-04  7.29e-04    4.78e-02  4.70e-02    2.9e-07
 320000    5.42e-02  5.44e-02    4.14e-04  8.75e-05    4.78e-02  4.82e-02    2.7e-07
 320100    5.43e-02  4.69e-02    4.12e-04  1.08e-04    4.78e-02  4.16e-02    2.7e-07
 320200    5.44e-02  5.20e-02    5.16e-04  1.68e-04    4.78e-02  4.60e-02    2.7e-07
 320300    5.42e-02  5.24e-02    3.72e-04  1.48e-04    4.78e-02  4.64e-02    2.7e-07
 320400    5.43e-02  5.26e-02    4.45e-04  7.74e-04    4.78e-02  4.56e-02    2.7e-07
 320500    5.42e-02  5.40e-02    3.65e-04  6.33e-04    4.78e-02  4.72e-02    2.7e-07
 320600    5.42e-02  5.48e-02    3.67e-04  6.89e-04    4.78e-02  4.79e-02    2.7e-07
 320700    5.43e-02  5.77e-02    4.02e-04  1.16e-04    4.78e-02  5.11e-02    2.7e-07
 320800    5.42e-02  5.34e-02    3.68e-04  4.33e-04    4.78e-02  4.70e-02    2.7e-07
 320900    5.43e-02  5.32e-02    4.35e-04  1.09e-04    4.78e-02  4.72e-02    2.7e-07
 321000    5.44e-02  5.27e-02    4.76e-04  8.29e-04    4.78e-02  4.56e-02    2.7e-07
 321100    5.43e-02  5.54e-02    4.44e-04  2.00e-04    4.78e-02  4.91e-02    2.7e-07
 321200    5.42e-02  5.60e-02    4.01e-04  9.56e-04    4.78e-02  4.82e-02    2.7e-07
 321300    5.42e-02  5.60e-02    3.69e-04  3.97e-04    4.78e-02  4.94e-02    2.7e-07
 321400    5.42e-02  5.27e-02    3.67e-04  8.86e-05    4.78e-02  4.67e-02    2.7e-07
 321500    5.42e-02  5.48e-02    3.66e-04  6.60e-04    4.78e-02  4.79e-02    2.7e-07
 321600    5.42e-02  5.51e-02    3.68e-04  1.36e-04    4.78e-02  4.88e-02    2.7e-07
 321700    5.44e-02  5.31e-02    5.33e-04  4.54e-04    4.78e-02  4.67e-02    2.7e-07
 321800    5.42e-02  5.18e-02    3.91e-04  4.92e-04    4.78e-02  4.55e-02    2.7e-07
 321900    5.42e-02  5.27e-02    3.96e-04  2.72e-04    4.78e-02  4.66e-02    2.7e-07
 322000    5.39e-02  5.23e-02    3.90e-04  9.50e-04    4.78e-02  4.51e-02    2.6e-07
 322100    5.39e-02  5.04e-02    3.82e-04  7.04e-04    4.78e-02  4.41e-02    2.6e-07
 322200    5.39e-02  5.06e-02    3.76e-04  7.03e-04    4.78e-02  4.43e-02    2.6e-07
 322300    5.42e-02  5.40e-02    5.61e-04  7.49e-04    4.78e-02  4.72e-02    2.6e-07
 322400    5.45e-02  4.82e-02    6.97e-04  2.11e-04    4.78e-02  4.29e-02    2.6e-07
 322500    5.39e-02  5.28e-02    3.72e-04  1.94e-04    4.78e-02  4.70e-02    2.6e-07
 322600    5.47e-02  4.86e-02    7.68e-04  5.86e-04    4.78e-02  4.27e-02    2.6e-07
 322700    5.40e-02  5.28e-02    4.43e-04  4.63e-04    4.78e-02  4.67e-02    2.6e-07
 322800    5.40e-02  5.55e-02    4.37e-04  3.80e-04    4.78e-02  4.92e-02    2.6e-07
 322900    5.41e-02  5.13e-02    5.01e-04  4.34e-05    4.78e-02  4.57e-02    2.6e-07
 323000    5.39e-02  5.32e-02    3.68e-04  2.65e-04    4.78e-02  4.73e-02    2.6e-07
 323100    5.41e-02  5.29e-02    5.15e-04  3.96e-05    4.78e-02  4.71e-02    2.6e-07
 323200    5.43e-02  5.18e-02    5.88e-04  2.63e-04    4.78e-02  4.60e-02    2.6e-07
 323300    5.39e-02  5.56e-02    3.66e-04  1.09e-04    4.78e-02  4.95e-02    2.6e-07
 323400    5.39e-02  4.97e-02    3.66e-04  2.52e-04    4.78e-02  4.41e-02    2.6e-07
 323500    5.40e-02  5.93e-02    4.55e-04  2.92e-04    4.78e-02  5.27e-02    2.6e-07
 323600    5.39e-02  5.63e-02    3.66e-04  5.97e-04    4.78e-02  4.96e-02    2.6e-07
 323700    5.39e-02  5.47e-02    3.80e-04  1.50e-04    4.78e-02  4.87e-02    2.6e-07
 323800    5.41e-02  5.25e-02    4.86e-04  2.59e-04    4.78e-02  4.67e-02    2.6e-07
 323900    5.39e-02  5.62e-02    3.93e-04  4.50e-04    4.78e-02  4.98e-02    2.6e-07
 324000    5.37e-02  5.62e-02    3.67e-04  2.06e-04    4.79e-02  5.03e-02    2.5e-07
 324100    5.36e-02  4.92e-02    3.88e-04  2.03e-04    4.78e-02  4.40e-02    2.5e-07
 324200    5.36e-02  5.33e-02    3.70e-04  7.21e-05    4.78e-02  4.77e-02    2.5e-07
 324300    5.36e-02  4.94e-02    3.67e-04  1.18e-04    4.78e-02  4.42e-02    2.5e-07
 324400    5.40e-02  5.08e-02    6.05e-04  1.03e-05    4.78e-02  4.55e-02    2.5e-07
 324500    5.36e-02  5.47e-02    3.72e-04  2.61e-04    4.78e-02  4.89e-02    2.5e-07
 324600    5.38e-02  5.26e-02    4.60e-04  1.24e-04    4.78e-02  4.71e-02    2.5e-07
 324700    5.37e-02  5.27e-02    4.13e-04  4.98e-04    4.78e-02  4.68e-02    2.5e-07
 324800    5.37e-02  5.01e-02    4.34e-04  1.85e-04    4.78e-02  4.48e-02    2.5e-07
 324900    5.37e-02  4.84e-02    4.18e-04  2.66e-04    4.78e-02  4.32e-02    2.5e-07
 325000    5.36e-02  5.54e-02    3.72e-04  4.82e-04    4.78e-02  4.92e-02    2.5e-07
 325100    5.38e-02  5.55e-02    4.93e-04  2.37e-04    4.78e-02  4.96e-02    2.5e-07
 325200    5.36e-02  4.98e-02    3.78e-04  3.56e-04    4.78e-02  4.44e-02    2.5e-07
 325300    5.37e-02  5.03e-02    4.14e-04  3.92e-04    4.78e-02  4.48e-02    2.5e-07
 325400    5.36e-02  5.27e-02    3.65e-04  3.64e-04    4.78e-02  4.70e-02    2.5e-07
 325500    5.37e-02  5.23e-02    4.22e-04  3.15e-04    4.78e-02  4.67e-02    2.5e-07
 325600    5.41e-02  5.59e-02    6.28e-04  8.62e-04    4.78e-02  4.89e-02    2.5e-07
 325700    5.37e-02  5.71e-02    3.89e-04  2.34e-04    4.78e-02  5.11e-02    2.5e-07
 325800    5.36e-02  5.09e-02    3.66e-04  8.28e-04    4.78e-02  4.44e-02    2.5e-07
 325900    5.36e-02  5.72e-02    3.81e-04  2.64e-04    4.78e-02  5.11e-02    2.5e-07
 326000    5.34e-02  4.98e-02    3.65e-04  4.38e-04    4.78e-02  4.45e-02    2.3e-07
 326100    5.34e-02  5.43e-02    3.66e-04  2.28e-04    4.78e-02  4.88e-02    2.3e-07
 326200    5.35e-02  5.87e-02    4.87e-04  2.95e-04    4.78e-02  5.27e-02    2.3e-07
 326300    5.34e-02  5.17e-02    3.84e-04  3.57e-04    4.78e-02  4.63e-02    2.3e-07
 326400    5.34e-02  5.33e-02    3.87e-04  2.85e-04    4.78e-02  4.79e-02    2.3e-07
 326500    5.34e-02  5.02e-02    3.88e-04  4.80e-04    4.78e-02  4.48e-02    2.3e-07
 326600    5.35e-02  5.50e-02    4.81e-04  1.77e-04    4.78e-02  4.95e-02    2.3e-07
 326700    5.37e-02  5.35e-02    5.70e-04  9.65e-04    4.78e-02  4.66e-02    2.3e-07
 326800    5.34e-02  5.08e-02    3.72e-04  1.63e-04    4.78e-02  4.57e-02    2.3e-07
 326900    5.34e-02  5.13e-02    3.67e-04  3.33e-04    4.78e-02  4.60e-02    2.3e-07
 327000    5.34e-02  4.94e-02    3.75e-04  1.69e-04    4.78e-02  4.44e-02    2.3e-07
 327100    5.34e-02  5.02e-02    3.96e-04  2.50e-04    4.78e-02  4.50e-02    2.3e-07
 327200    5.34e-02  5.39e-02    3.76e-04  2.77e-04    4.78e-02  4.84e-02    2.3e-07
 327300    5.34e-02  4.89e-02    4.17e-04  6.70e-04    4.78e-02  4.32e-02    2.3e-07
 327400    5.36e-02  5.54e-02    5.32e-04  1.64e-03    4.78e-02  4.55e-02    2.3e-07
 327500    5.34e-02  5.66e-02    3.89e-04  1.30e-04    4.78e-02  5.09e-02    2.3e-07
 327600    5.34e-02  5.30e-02    3.66e-04  2.43e-04    4.78e-02  4.77e-02    2.3e-07
 327700    5.34e-02  5.59e-02    3.68e-04  3.65e-04    4.78e-02  5.01e-02    2.3e-07
 327800    5.34e-02  5.52e-02    3.78e-04  2.94e-04    4.78e-02  4.95e-02    2.3e-07
 327900    5.38e-02  5.46e-02    6.01e-04  6.02e-04    4.78e-02  4.85e-02    2.3e-07
 328000    5.32e-02  5.39e-02    4.11e-04  7.96e-05    4.78e-02  4.87e-02    2.2e-07
 328100    5.31e-02  4.95e-02    3.66e-04  7.58e-04    4.78e-02  4.38e-02    2.2e-07
 328200    5.32e-02  5.55e-02    4.04e-04  7.52e-04    4.78e-02  4.93e-02    2.2e-07
 328300    5.31e-02  6.05e-02    3.66e-04  7.05e-04    4.78e-02  5.40e-02    2.2e-07
 328400    5.31e-02  5.15e-02    3.65e-04  3.41e-04    4.78e-02  4.64e-02    2.2e-07
 328500    5.32e-02  5.24e-02    3.97e-04  6.10e-04    4.78e-02  4.67e-02    2.2e-07
 328600    5.31e-02  4.97e-02    3.71e-04  2.17e-04    4.78e-02  4.49e-02    2.2e-07
 328700    5.31e-02  5.35e-02    3.86e-04  2.77e-04    4.78e-02  4.83e-02    2.2e-07
 328800    5.31e-02  5.08e-02    3.76e-04  4.13e-05    4.78e-02  4.59e-02    2.2e-07
 328900    5.33e-02  5.22e-02    4.93e-04  2.92e-04    4.78e-02  4.71e-02    2.2e-07
 329000    5.31e-02  5.07e-02    3.72e-04  2.69e-05    4.78e-02  4.59e-02    2.2e-07
 329100    5.31e-02  5.46e-02    3.92e-04  2.80e-04    4.78e-02  4.92e-02    2.2e-07
 329200    5.31e-02  5.28e-02    3.83e-04  6.02e-05    4.78e-02  4.78e-02    2.2e-07
 329300    5.32e-02  5.32e-02    4.60e-04  3.72e-04    4.78e-02  4.79e-02    2.2e-07
 329400    5.32e-02  5.13e-02    4.06e-04  3.70e-04    4.78e-02  4.62e-02    2.2e-07
 329500    5.34e-02  5.01e-02    5.37e-04  3.19e-04    4.78e-02  4.51e-02    2.2e-07
 329600    5.31e-02  4.94e-02    3.65e-04  7.18e-04    4.78e-02  4.38e-02    2.2e-07
 329700    5.32e-02  5.42e-02    3.93e-04  8.27e-04    4.78e-02  4.79e-02    2.2e-07
 329800    5.31e-02  5.40e-02    3.68e-04  5.88e-04    4.78e-02  4.83e-02    2.2e-07
 329900    5.31e-02  5.63e-02    3.67e-04  3.93e-04    4.78e-02  5.07e-02    2.2e-07
 330000    5.29e-02  4.88e-02    4.12e-04  1.44e-04    4.78e-02  4.43e-02    2.1e-07
 330100    5.29e-02  5.05e-02    3.89e-04  6.79e-04    4.78e-02  4.51e-02    2.1e-07
 330200    5.29e-02  5.00e-02    4.04e-04  2.21e-04    4.78e-02  4.54e-02    2.1e-07
 330300    5.30e-02  5.53e-02    4.18e-04  3.44e-05    4.78e-02  5.02e-02    2.1e-07
 330400    5.29e-02  4.94e-02    3.94e-04  1.34e-04    4.78e-02  4.48e-02    2.1e-07
 330500    5.29e-02  4.89e-02    3.80e-04  6.20e-04    4.78e-02  4.38e-02    2.1e-07
 330600    5.29e-02  5.46e-02    3.68e-04  5.20e-04    4.78e-02  4.92e-02    2.1e-07
 330700    5.29e-02  5.15e-02    3.66e-04  9.01e-05    4.78e-02  4.68e-02    2.1e-07
 330800    5.33e-02  5.30e-02    6.22e-04  7.21e-04    4.78e-02  4.73e-02    2.1e-07
 330900    5.29e-02  5.17e-02    3.82e-04  3.05e-04    4.78e-02  4.68e-02    2.1e-07
 331000    5.29e-02  5.03e-02    3.70e-04  1.72e-04    4.78e-02  4.57e-02    2.1e-07
 331100    5.30e-02  5.05e-02    4.37e-04  4.74e-04    4.78e-02  4.55e-02    2.1e-07
 331200    5.29e-02  4.89e-02    4.19e-04  2.50e-04    4.78e-02  4.43e-02    2.1e-07
 331300    5.29e-02  5.38e-02    3.88e-04  4.62e-04    4.78e-02  4.85e-02    2.1e-07
 331400    5.29e-02  5.27e-02    3.74e-04  1.52e-04    4.78e-02  4.78e-02    2.1e-07
 331500    5.29e-02  5.25e-02    4.27e-04  1.35e-04    4.78e-02  4.76e-02    2.1e-07
 331600    5.30e-02  5.30e-02    4.28e-04  8.97e-04    4.78e-02  4.68e-02    2.1e-07
 331700    5.29e-02  5.22e-02    3.73e-04  2.83e-04    4.78e-02  4.73e-02    2.1e-07
 331800    5.29e-02  5.06e-02    3.69e-04  7.67e-05    4.78e-02  4.60e-02    2.1e-07
 331900    5.29e-02  5.48e-02    3.91e-04  6.47e-04    4.78e-02  4.91e-02    2.1e-07
 332000    5.28e-02  5.01e-02    4.82e-04  4.00e-04    4.78e-02  4.55e-02    2.0e-07
 332100    5.27e-02  5.50e-02    4.18e-04  7.22e-04    4.78e-02  4.93e-02    2.0e-07
 332200    5.26e-02  5.19e-02    3.69e-04  1.14e-04    4.78e-02  4.74e-02    2.0e-07
 332300    5.27e-02  5.08e-02    4.26e-04  2.44e-05    4.78e-02  4.64e-02    2.0e-07
 332400    5.28e-02  5.33e-02    4.93e-04  2.02e-04    4.78e-02  4.86e-02    2.0e-07
 332500    5.27e-02  5.43e-02    4.06e-04  3.86e-05    4.78e-02  4.95e-02    2.0e-07
 332600    5.28e-02  5.64e-02    4.58e-04  1.13e-03    4.78e-02  4.95e-02    2.0e-07
 332700    5.26e-02  5.32e-02    3.70e-04  6.21e-05    4.78e-02  4.85e-02    2.0e-07
 332800    5.29e-02  5.74e-02    5.04e-04  2.28e-04    4.78e-02  5.23e-02    2.0e-07
 332900    5.27e-02  5.43e-02    3.81e-04  2.43e-04    4.78e-02  4.95e-02    2.0e-07
 333000    5.26e-02  5.15e-02    3.65e-04  1.32e-04    4.78e-02  4.70e-02    2.0e-07
 333100    5.27e-02  4.92e-02    4.39e-04  1.25e-04    4.78e-02  4.48e-02    2.0e-07
 333200    5.26e-02  5.21e-02    3.65e-04  5.60e-04    4.78e-02  4.70e-02    2.0e-07
 333300    5.26e-02  5.03e-02    3.66e-04  2.43e-05    4.78e-02  4.59e-02    2.0e-07
 333400    5.27e-02  5.06e-02    3.99e-04  6.30e-04    4.78e-02  4.55e-02    2.0e-07
 333500    5.28e-02  4.98e-02    4.57e-04  5.17e-04    4.78e-02  4.50e-02    2.0e-07
 333600    5.27e-02  4.84e-02    3.98e-04  1.02e-04    4.78e-02  4.41e-02    2.0e-07
 333700    5.26e-02  5.02e-02    3.67e-04  4.39e-04    4.78e-02  4.55e-02    2.0e-07
 333800    5.27e-02  5.38e-02    4.03e-04  3.06e-04    4.78e-02  4.89e-02    2.0e-07
 333900    5.29e-02  4.91e-02    5.21e-04  8.09e-04    4.78e-02  4.36e-02    2.0e-07
 334000    5.29e-02  5.12e-02    6.08e-04  2.05e-04    4.78e-02  4.68e-02    1.9e-07
 334100    5.25e-02  5.33e-02    4.13e-04  4.66e-04    4.78e-02  4.85e-02    1.9e-07
 334200    5.24e-02  5.33e-02    3.69e-04  5.85e-04    4.78e-02  4.83e-02    1.9e-07
 334300    5.24e-02  5.23e-02    3.70e-04  4.84e-04    4.78e-02  4.76e-02    1.9e-07
 334400    5.27e-02  5.13e-02    5.32e-04  3.73e-05    4.78e-02  4.70e-02    1.9e-07
 334500    5.24e-02  4.98e-02    3.82e-04  2.94e-04    4.78e-02  4.55e-02    1.9e-07
 334600    5.24e-02  4.80e-02    3.66e-04  4.59e-04    4.78e-02  4.36e-02    1.9e-07
 334700    5.24e-02  5.06e-02    3.75e-04  4.41e-04    4.78e-02  4.60e-02    1.9e-07
 334800    5.25e-02  4.92e-02    4.33e-04  1.09e-04    4.78e-02  4.51e-02    1.9e-07
 334900    5.24e-02  5.98e-02    3.67e-04  7.06e-04    4.78e-02  5.41e-02    1.9e-07
 335000    5.24e-02  5.43e-02    3.67e-04  3.60e-04    4.78e-02  4.95e-02    1.9e-07
 335100    5.24e-02  5.61e-02    3.71e-04  3.76e-04    4.78e-02  5.12e-02    1.9e-07
 335200    5.24e-02  5.75e-02    3.68e-04  6.68e-05    4.78e-02  5.26e-02    1.9e-07
 335300    5.24e-02  5.08e-02    3.74e-04  1.43e-04    4.78e-02  4.65e-02    1.9e-07
 335400    5.24e-02  4.84e-02    3.65e-04  1.70e-04    4.78e-02  4.43e-02    1.9e-07
 335500    5.24e-02  5.11e-02    3.75e-04  1.83e-04    4.78e-02  4.68e-02    1.9e-07
 335600    5.24e-02  5.18e-02    3.67e-04  5.14e-04    4.78e-02  4.70e-02    1.9e-07
 335700    5.24e-02  5.30e-02    3.79e-04  3.17e-04    4.78e-02  4.84e-02    1.9e-07
 335800    5.24e-02  5.44e-02    3.89e-04  3.31e-04    4.78e-02  4.97e-02    1.9e-07
 335900    5.26e-02  5.40e-02    4.50e-04  7.79e-04    4.78e-02  4.85e-02    1.9e-07
 336000    5.23e-02  5.11e-02    4.22e-04  5.70e-04    4.78e-02  4.64e-02    1.8e-07
 336100    5.26e-02  5.21e-02    5.80e-04  5.57e-04    4.78e-02  4.74e-02    1.8e-07
 336200    5.22e-02  5.14e-02    3.77e-04  4.44e-04    4.78e-02  4.70e-02    1.8e-07
 336300    5.22e-02  4.88e-02    3.84e-04  5.65e-04    4.78e-02  4.43e-02    1.8e-07
 336400    5.22e-02  5.27e-02    3.74e-04  7.15e-04    4.78e-02  4.76e-02    1.8e-07
 336500    5.23e-02  5.35e-02    3.96e-04  4.31e-05    4.78e-02  4.92e-02    1.8e-07
 336600    5.22e-02  5.05e-02    3.66e-04  3.16e-04    4.78e-02  4.63e-02    1.8e-07
 336700    5.24e-02  5.27e-02    4.94e-04  8.10e-04    4.78e-02  4.74e-02    1.8e-07
 336800    5.23e-02  5.11e-02    4.25e-04  6.93e-04    4.78e-02  4.62e-02    1.8e-07
 336900    5.23e-02  4.82e-02    4.13e-04  2.92e-04    4.78e-02  4.42e-02    1.8e-07
 337000    5.22e-02  5.27e-02    3.67e-04  6.23e-04    4.78e-02  4.79e-02    1.8e-07
 337100    5.22e-02  5.69e-02    3.74e-04  3.83e-04    4.78e-02  5.21e-02    1.8e-07
 337200    5.22e-02  5.32e-02    3.67e-04  2.59e-04    4.78e-02  4.88e-02    1.8e-07
 337300    5.24e-02  5.28e-02    4.94e-04  2.56e-06    4.78e-02  4.85e-02    1.8e-07
 337400    5.23e-02  4.86e-02    4.51e-04  2.80e-04    4.78e-02  4.46e-02    1.8e-07
 337500    5.25e-02  5.29e-02    5.17e-04  2.36e-04    4.78e-02  4.86e-02    1.8e-07
 337600    5.23e-02  5.25e-02    3.98e-04  4.11e-04    4.78e-02  4.80e-02    1.8e-07
 337700    5.27e-02  5.50e-02    6.42e-04  1.01e-03    4.78e-02  4.89e-02    1.8e-07
 337800    5.23e-02  4.80e-02    4.03e-04  2.12e-04    4.78e-02  4.41e-02    1.8e-07
 337900    5.22e-02  5.21e-02    3.88e-04  1.77e-04    4.78e-02  4.79e-02    1.8e-07
 338000    5.22e-02  5.21e-02    4.81e-04  3.78e-04    4.78e-02  4.78e-02    1.7e-07
 338100    5.20e-02  4.50e-02    3.67e-04  1.06e-04    4.78e-02  4.16e-02    1.7e-07
 338200    5.20e-02  4.98e-02    3.81e-04  8.78e-05    4.78e-02  4.60e-02    1.7e-07
 338300    5.23e-02  4.51e-02    5.57e-04  1.78e-04    4.78e-02  4.16e-02    1.7e-07
 338400    5.20e-02  5.18e-02    3.79e-04  8.63e-04    4.78e-02  4.65e-02    1.7e-07
 338500    5.20e-02  5.33e-02    3.80e-04  4.50e-04    4.78e-02  4.89e-02    1.7e-07
 338600    5.21e-02  5.52e-02    4.02e-04  8.32e-04    4.78e-02  4.99e-02    1.7e-07
 338700    5.21e-02  5.24e-02    4.24e-04  9.83e-04    4.78e-02  4.67e-02    1.7e-07
 338800    5.21e-02  4.79e-02    4.15e-04  1.83e-04    4.78e-02  4.42e-02    1.7e-07
 338900    5.21e-02  5.05e-02    4.13e-04  8.16e-04    4.78e-02  4.55e-02    1.7e-07
 339000    5.20e-02  5.33e-02    3.89e-04  9.21e-06    4.78e-02  4.93e-02    1.7e-07
 339100    5.20e-02  5.44e-02    3.66e-04  6.49e-05    4.78e-02  5.03e-02    1.7e-07
 339200    5.22e-02  5.06e-02    4.69e-04  2.89e-04    4.78e-02  4.66e-02    1.7e-07
 339300    5.20e-02  5.34e-02    3.83e-04  2.31e-04    4.78e-02  4.93e-02    1.7e-07
 339400    5.23e-02  5.31e-02    5.35e-04  7.33e-04    4.78e-02  4.81e-02    1.7e-07
 339500    5.20e-02  4.91e-02    3.90e-04  2.45e-04    4.78e-02  4.52e-02    1.7e-07
 339600    5.22e-02  5.38e-02    4.67e-04  5.02e-04    4.78e-02  4.93e-02    1.7e-07
 339700    5.20e-02  5.02e-02    3.77e-04  7.45e-04    4.78e-02  4.54e-02    1.7e-07
 339800    5.21e-02  4.84e-02    3.92e-04  1.67e-04    4.78e-02  4.47e-02    1.7e-07
 339900    5.21e-02  4.78e-02    3.89e-04  3.47e-05    4.78e-02  4.42e-02    1.7e-07
 340000    5.18e-02  5.34e-02    3.87e-04  1.28e-03    4.78e-02  4.67e-02    1.6e-07
 340100    5.19e-02  5.57e-02    4.00e-04  5.36e-04    4.78e-02  5.11e-02    1.6e-07
 340200    5.18e-02  5.49e-02    3.68e-04  9.62e-04    4.78e-02  4.93e-02    1.6e-07
 340300    5.19e-02  5.21e-02    4.23e-04  1.53e-04    4.78e-02  4.83e-02    1.6e-07
 340400    5.18e-02  4.90e-02    3.76e-04  2.04e-04    4.78e-02  4.54e-02    1.6e-07
