  -54.043304399999997        3.4910522121521671E-251	  -54.043304399999997        2.9139317162998954E-251	  -54.043304399999997        3.7174942014413997E-252
  -53.943302199999998        3.6290814752575889E-266	  -53.943302199999998        3.0291427825051869E-266	  -53.943302199999998        3.8644765305619674E-267
  -53.843303700000000        1.3878502594843603E-281	  -53.843303700000000        1.1584189072020228E-281	  -53.843303700000000        1.4778711341362114E-282
  -53.743301400000000        1.9525133926769963E-297	  -53.743301400000000        1.6297352075162315E-297	  -53.743301400000000        2.0791603145455989E-298
  -53.643302900000002        1.0105340463747316E-313	  -53.643302900000002        8.4347842116554960E-314	  -53.643302900000002        1.0760808575056174E-314
  -53.543304399999997        0.0000000000000000     	  -53.543304399999997        0.0000000000000000     	  -53.543304399999997        0.0000000000000000     
  -53.443302199999998        0.0000000000000000     	  -53.443302199999998        0.0000000000000000     	  -53.443302199999998        0.0000000000000000     
  -53.343303700000000        0.0000000000000000     	  -53.343303700000000        0.0000000000000000     	  -53.343303700000000        0.0000000000000000     
  -53.243301400000000        0.0000000000000000     	  -53.243301400000000        0.0000000000000000     	  -53.243301400000000        0.0000000000000000     
  -53.143302900000002        0.0000000000000000     	  -53.143302900000002        0.0000000000000000     	  -53.143302900000002        0.0000000000000000     
  -53.043304399999997        0.0000000000000000     	  -53.043304399999997        0.0000000000000000     	  -53.043304399999997        0.0000000000000000     
  -52.943302199999998        0.0000000000000000     	  -52.943302199999998        0.0000000000000000     	  -52.943302199999998        0.0000000000000000     
  -52.843303700000000        0.0000000000000000     	  -52.843303700000000        0.0000000000000000     	  -52.843303700000000        0.0000000000000000     
  -52.743301400000000        0.0000000000000000     	  -52.743301400000000        0.0000000000000000     	  -52.743301400000000        0.0000000000000000     
  -52.643302900000002        0.0000000000000000     	  -52.643302900000002        0.0000000000000000     	  -52.643302900000002        0.0000000000000000     
  -52.543304399999997        0.0000000000000000     	  -52.543304399999997        0.0000000000000000     	  -52.543304399999997        0.0000000000000000     
  -52.443302199999998        0.0000000000000000     	  -52.443302199999998        0.0000000000000000     	  -52.443302199999998        0.0000000000000000     
  -52.343303700000000        0.0000000000000000     	  -52.343303700000000        0.0000000000000000     	  -52.343303700000000        0.0000000000000000     
  -52.243301400000000        0.0000000000000000     	  -52.243301400000000        0.0000000000000000     	  -52.243301400000000        0.0000000000000000     
  -52.143302900000002        0.0000000000000000     	  -52.143302900000002        0.0000000000000000     	  -52.143302900000002        0.0000000000000000     
  -52.043304399999997        0.0000000000000000     	  -52.043304399999997        0.0000000000000000     	  -52.043304399999997        0.0000000000000000     
  -51.943302199999998        0.0000000000000000     	  -51.943302199999998        0.0000000000000000     	  -51.943302199999998        0.0000000000000000     
  -51.843303700000000        0.0000000000000000     	  -51.843303700000000        0.0000000000000000     	  -51.843303700000000        0.0000000000000000     
  -51.743301400000000        0.0000000000000000     	  -51.743301400000000        0.0000000000000000     	  -51.743301400000000        0.0000000000000000     
  -51.643302900000002        0.0000000000000000     	  -51.643302900000002        0.0000000000000000     	  -51.643302900000002        0.0000000000000000     
  -51.543304399999997        0.0000000000000000     	  -51.543304399999997        0.0000000000000000     	  -51.543304399999997        0.0000000000000000     
  -51.443302199999998        0.0000000000000000     	  -51.443302199999998        0.0000000000000000     	  -51.443302199999998        0.0000000000000000     
  -51.343303700000000        0.0000000000000000     	  -51.343303700000000        0.0000000000000000     	  -51.343303700000000        0.0000000000000000     
  -51.243301400000000        0.0000000000000000     	  -51.243301400000000        0.0000000000000000     	  -51.243301400000000        0.0000000000000000     
  -51.143302900000002        0.0000000000000000     	  -51.143302900000002        0.0000000000000000     	  -51.143302900000002        0.0000000000000000     
  -51.043304399999997        0.0000000000000000     	  -51.043304399999997        0.0000000000000000     	  -51.043304399999997        0.0000000000000000     
  -50.943302199999998        0.0000000000000000     	  -50.943302199999998        0.0000000000000000     	  -50.943302199999998        0.0000000000000000     
  -50.843303700000000        0.0000000000000000     	  -50.843303700000000        0.0000000000000000     	  -50.843303700000000        0.0000000000000000     
  -50.743301400000000        0.0000000000000000     	  -50.743301400000000        0.0000000000000000     	  -50.743301400000000        0.0000000000000000     
  -50.643302900000002        0.0000000000000000     	  -50.643302900000002        0.0000000000000000     	  -50.643302900000002        0.0000000000000000     
  -50.543304399999997        0.0000000000000000     	  -50.543304399999997        0.0000000000000000     	  -50.543304399999997        0.0000000000000000     
  -50.443302199999998        0.0000000000000000     	  -50.443302199999998        0.0000000000000000     	  -50.443302199999998        0.0000000000000000     
  -50.343303700000000        0.0000000000000000     	  -50.343303700000000        0.0000000000000000     	  -50.343303700000000        0.0000000000000000     
  -50.243301400000000        0.0000000000000000     	  -50.243301400000000        0.0000000000000000     	  -50.243301400000000        0.0000000000000000     
  -50.143302900000002        0.0000000000000000     	  -50.143302900000002        0.0000000000000000     	  -50.143302900000002        0.0000000000000000     
  -50.043304399999997        0.0000000000000000     	  -50.043304399999997        0.0000000000000000     	  -50.043304399999997        0.0000000000000000     
  -49.943302199999998        0.0000000000000000     	  -49.943302199999998        0.0000000000000000     	  -49.943302199999998        0.0000000000000000     
  -49.843303700000000        0.0000000000000000     	  -49.843303700000000        0.0000000000000000     	  -49.843303700000000        0.0000000000000000     
  -49.743301400000000        0.0000000000000000     	  -49.743301400000000        0.0000000000000000     	  -49.743301400000000        0.0000000000000000     
  -49.643302900000002        0.0000000000000000     	  -49.643302900000002        0.0000000000000000     	  -49.643302900000002        0.0000000000000000     
  -49.543304399999997        0.0000000000000000     	  -49.543304399999997        0.0000000000000000     	  -49.543304399999997        0.0000000000000000     
  -49.443302199999998        0.0000000000000000     	  -49.443302199999998        0.0000000000000000     	  -49.443302199999998        0.0000000000000000     
  -49.343303700000000        0.0000000000000000     	  -49.343303700000000        0.0000000000000000     	  -49.343303700000000        0.0000000000000000     
  -49.243301400000000        0.0000000000000000     	  -49.243301400000000        0.0000000000000000     	  -49.243301400000000        0.0000000000000000     
  -49.143302900000002        0.0000000000000000     	  -49.143302900000002        0.0000000000000000     	  -49.143302900000002        0.0000000000000000     
  -49.043304399999997        0.0000000000000000     	  -49.043304399999997        0.0000000000000000     	  -49.043304399999997        0.0000000000000000     
  -48.943302199999998        0.0000000000000000     	  -48.943302199999998        0.0000000000000000     	  -48.943302199999998        0.0000000000000000     
  -48.843303700000000        0.0000000000000000     	  -48.843303700000000        0.0000000000000000     	  -48.843303700000000        0.0000000000000000     
  -48.743301400000000        0.0000000000000000     	  -48.743301400000000        0.0000000000000000     	  -48.743301400000000        0.0000000000000000     
  -48.643302900000002        0.0000000000000000     	  -48.643302900000002        0.0000000000000000     	  -48.643302900000002        0.0000000000000000     
  -48.543304399999997        0.0000000000000000     	  -48.543304399999997        0.0000000000000000     	  -48.543304399999997        0.0000000000000000     
  -48.443302199999998        0.0000000000000000     	  -48.443302199999998        0.0000000000000000     	  -48.443302199999998        0.0000000000000000     
  -48.343303700000000        0.0000000000000000     	  -48.343303700000000        0.0000000000000000     	  -48.343303700000000        0.0000000000000000     
  -48.243301400000000        0.0000000000000000     	  -48.243301400000000        0.0000000000000000     	  -48.243301400000000        0.0000000000000000     
  -48.143302900000002        0.0000000000000000     	  -48.143302900000002        0.0000000000000000     	  -48.143302900000002        0.0000000000000000     
  -48.043304399999997        0.0000000000000000     	  -48.043304399999997        0.0000000000000000     	  -48.043304399999997        0.0000000000000000     
  -47.943302199999998        0.0000000000000000     	  -47.943302199999998        0.0000000000000000     	  -47.943302199999998        0.0000000000000000     
  -47.843303700000000        0.0000000000000000     	  -47.843303700000000        0.0000000000000000     	  -47.843303700000000        0.0000000000000000     
  -47.743301400000000        0.0000000000000000     	  -47.743301400000000        0.0000000000000000     	  -47.743301400000000        0.0000000000000000     
  -47.643302900000002        0.0000000000000000     	  -47.643302900000002        0.0000000000000000     	  -47.643302900000002        0.0000000000000000     
  -47.543304399999997        0.0000000000000000     	  -47.543304399999997        0.0000000000000000     	  -47.543304399999997        0.0000000000000000     
  -47.443302199999998        0.0000000000000000     	  -47.443302199999998        0.0000000000000000     	  -47.443302199999998        0.0000000000000000     
  -47.343303700000000        0.0000000000000000     	  -47.343303700000000        0.0000000000000000     	  -47.343303700000000        0.0000000000000000     
  -47.243301400000000        0.0000000000000000     	  -47.243301400000000        0.0000000000000000     	  -47.243301400000000        0.0000000000000000     
  -47.143302900000002        0.0000000000000000     	  -47.143302900000002        0.0000000000000000     	  -47.143302900000002        0.0000000000000000     
  -47.043304399999997        0.0000000000000000     	  -47.043304399999997        0.0000000000000000     	  -47.043304399999997        0.0000000000000000     
  -46.943302199999998        0.0000000000000000     	  -46.943302199999998        0.0000000000000000     	  -46.943302199999998        0.0000000000000000     
  -46.843303700000000        0.0000000000000000     	  -46.843303700000000        0.0000000000000000     	  -46.843303700000000        0.0000000000000000     
  -46.743301400000000        0.0000000000000000     	  -46.743301400000000        0.0000000000000000     	  -46.743301400000000        0.0000000000000000     
  -46.643302900000002        0.0000000000000000     	  -46.643302900000002        0.0000000000000000     	  -46.643302900000002        0.0000000000000000     
  -46.543304399999997        0.0000000000000000     	  -46.543304399999997        0.0000000000000000     	  -46.543304399999997        0.0000000000000000     
  -46.443302199999998        0.0000000000000000     	  -46.443302199999998        0.0000000000000000     	  -46.443302199999998        0.0000000000000000     
  -46.343303700000000        0.0000000000000000     	  -46.343303700000000        0.0000000000000000     	  -46.343303700000000        0.0000000000000000     
  -46.243301400000000        0.0000000000000000     	  -46.243301400000000        0.0000000000000000     	  -46.243301400000000        0.0000000000000000     
  -46.143302900000002        0.0000000000000000     	  -46.143302900000002        0.0000000000000000     	  -46.143302900000002        0.0000000000000000     
  -46.043304399999997        0.0000000000000000     	  -46.043304399999997        0.0000000000000000     	  -46.043304399999997        0.0000000000000000     
  -45.943302199999998        0.0000000000000000     	  -45.943302199999998        0.0000000000000000     	  -45.943302199999998        0.0000000000000000     
  -45.843303700000000        0.0000000000000000     	  -45.843303700000000        0.0000000000000000     	  -45.843303700000000        0.0000000000000000     
  -45.743301400000000        0.0000000000000000     	  -45.743301400000000        0.0000000000000000     	  -45.743301400000000        0.0000000000000000     
  -45.643302900000002        0.0000000000000000     	  -45.643302900000002        0.0000000000000000     	  -45.643302900000002        0.0000000000000000     
  -45.543304399999997        0.0000000000000000     	  -45.543304399999997        0.0000000000000000     	  -45.543304399999997        0.0000000000000000     
  -45.443302199999998        0.0000000000000000     	  -45.443302199999998        0.0000000000000000     	  -45.443302199999998        0.0000000000000000     
  -45.343303700000000        0.0000000000000000     	  -45.343303700000000        0.0000000000000000     	  -45.343303700000000        0.0000000000000000     
  -45.243301400000000        0.0000000000000000     	  -45.243301400000000        0.0000000000000000     	  -45.243301400000000        0.0000000000000000     
  -45.143302900000002        0.0000000000000000     	  -45.143302900000002        0.0000000000000000     	  -45.143302900000002        0.0000000000000000     
  -45.043304399999997        0.0000000000000000     	  -45.043304399999997        0.0000000000000000     	  -45.043304399999997        0.0000000000000000     
  -44.943302199999998        0.0000000000000000     	  -44.943302199999998        0.0000000000000000     	  -44.943302199999998        0.0000000000000000     
  -44.843303700000000        0.0000000000000000     	  -44.843303700000000        0.0000000000000000     	  -44.843303700000000        0.0000000000000000     
  -44.743301400000000        0.0000000000000000     	  -44.743301400000000        0.0000000000000000     	  -44.743301400000000        0.0000000000000000     
  -44.643302900000002        0.0000000000000000     	  -44.643302900000002        0.0000000000000000     	  -44.643302900000002        0.0000000000000000     
  -44.543304399999997        0.0000000000000000     	  -44.543304399999997        0.0000000000000000     	  -44.543304399999997        0.0000000000000000     
  -44.443302199999998        0.0000000000000000     	  -44.443302199999998        0.0000000000000000     	  -44.443302199999998        0.0000000000000000     
  -44.343303700000000        0.0000000000000000     	  -44.343303700000000        0.0000000000000000     	  -44.343303700000000        0.0000000000000000     
  -44.243301400000000        0.0000000000000000     	  -44.243301400000000        0.0000000000000000     	  -44.243301400000000        0.0000000000000000     
  -44.143302900000002        0.0000000000000000     	  -44.143302900000002        0.0000000000000000     	  -44.143302900000002        0.0000000000000000     
  -44.043304399999997        0.0000000000000000     	  -44.043304399999997        0.0000000000000000     	  -44.043304399999997        0.0000000000000000     
  -43.943302199999998        0.0000000000000000     	  -43.943302199999998        0.0000000000000000     	  -43.943302199999998        0.0000000000000000     
  -43.843303700000000        0.0000000000000000     	  -43.843303700000000        0.0000000000000000     	  -43.843303700000000        0.0000000000000000     
  -43.743301400000000        0.0000000000000000     	  -43.743301400000000        0.0000000000000000     	  -43.743301400000000        0.0000000000000000     
  -43.643302900000002        0.0000000000000000     	  -43.643302900000002        0.0000000000000000     	  -43.643302900000002        0.0000000000000000     
  -43.543304399999997        0.0000000000000000     	  -43.543304399999997        0.0000000000000000     	  -43.543304399999997        0.0000000000000000     
  -43.443302199999998        0.0000000000000000     	  -43.443302199999998        0.0000000000000000     	  -43.443302199999998        0.0000000000000000     
  -43.343303700000000        0.0000000000000000     	  -43.343303700000000        0.0000000000000000     	  -43.343303700000000        0.0000000000000000     
  -43.243301400000000        0.0000000000000000     	  -43.243301400000000        0.0000000000000000     	  -43.243301400000000        0.0000000000000000     
  -43.143302900000002        0.0000000000000000     	  -43.143302900000002        0.0000000000000000     	  -43.143302900000002        0.0000000000000000     
  -43.043304399999997        0.0000000000000000     	  -43.043304399999997        0.0000000000000000     	  -43.043304399999997        0.0000000000000000     
  -42.943302199999998        0.0000000000000000     	  -42.943302199999998        0.0000000000000000     	  -42.943302199999998        0.0000000000000000     
  -42.843303700000000        0.0000000000000000     	  -42.843303700000000        0.0000000000000000     	  -42.843303700000000        0.0000000000000000     
  -42.743301400000000        0.0000000000000000     	  -42.743301400000000        0.0000000000000000     	  -42.743301400000000        0.0000000000000000     
  -42.643302900000002        0.0000000000000000     	  -42.643302900000002        0.0000000000000000     	  -42.643302900000002        0.0000000000000000     
  -42.543304399999997        0.0000000000000000     	  -42.543304399999997        0.0000000000000000     	  -42.543304399999997        0.0000000000000000     
  -42.443302199999998        0.0000000000000000     	  -42.443302199999998        0.0000000000000000     	  -42.443302199999998        0.0000000000000000     
  -42.343303700000000        0.0000000000000000     	  -42.343303700000000        0.0000000000000000     	  -42.343303700000000        0.0000000000000000     
  -42.243301400000000        0.0000000000000000     	  -42.243301400000000        0.0000000000000000     	  -42.243301400000000        0.0000000000000000     
  -42.143302900000002        0.0000000000000000     	  -42.143302900000002        0.0000000000000000     	  -42.143302900000002        0.0000000000000000     
  -42.043304399999997        0.0000000000000000     	  -42.043304399999997        0.0000000000000000     	  -42.043304399999997        0.0000000000000000     
  -41.943302199999998        0.0000000000000000     	  -41.943302199999998        0.0000000000000000     	  -41.943302199999998        0.0000000000000000     
  -41.843303700000000        0.0000000000000000     	  -41.843303700000000        0.0000000000000000     	  -41.843303700000000        0.0000000000000000     
  -41.743301400000000        0.0000000000000000     	  -41.743301400000000        0.0000000000000000     	  -41.743301400000000        0.0000000000000000     
  -41.643302900000002        0.0000000000000000     	  -41.643302900000002        0.0000000000000000     	  -41.643302900000002        0.0000000000000000     
  -41.543304399999997        0.0000000000000000     	  -41.543304399999997        0.0000000000000000     	  -41.543304399999997        0.0000000000000000     
  -41.443302199999998        0.0000000000000000     	  -41.443302199999998        0.0000000000000000     	  -41.443302199999998        0.0000000000000000     
  -41.343299899999998        0.0000000000000000     	  -41.343299899999998        0.0000000000000000     	  -41.343299899999998        0.0000000000000000     
  -41.243301400000000        0.0000000000000000     	  -41.243301400000000        0.0000000000000000     	  -41.243301400000000        0.0000000000000000     
  -41.143302900000002        0.0000000000000000     	  -41.143302900000002        0.0000000000000000     	  -41.143302900000002        0.0000000000000000     
  -41.043304399999997        0.0000000000000000     	  -41.043304399999997        0.0000000000000000     	  -41.043304399999997        0.0000000000000000     
  -40.943302199999998        0.0000000000000000     	  -40.943302199999998        0.0000000000000000     	  -40.943302199999998        0.0000000000000000     
  -40.843299899999998        0.0000000000000000     	  -40.843299899999998        0.0000000000000000     	  -40.843299899999998        0.0000000000000000     
  -40.743301400000000        0.0000000000000000     	  -40.743301400000000        0.0000000000000000     	  -40.743301400000000        0.0000000000000000     
  -40.643302900000002        0.0000000000000000     	  -40.643302900000002        0.0000000000000000     	  -40.643302900000002        0.0000000000000000     
  -40.543304399999997        0.0000000000000000     	  -40.543304399999997        0.0000000000000000     	  -40.543304399999997        0.0000000000000000     
  -40.443302199999998        0.0000000000000000     	  -40.443302199999998        0.0000000000000000     	  -40.443302199999998        0.0000000000000000     
  -40.343299899999998        0.0000000000000000     	  -40.343299899999998        0.0000000000000000     	  -40.343299899999998        0.0000000000000000     
  -40.243301400000000        0.0000000000000000     	  -40.243301400000000        0.0000000000000000     	  -40.243301400000000        0.0000000000000000     
  -40.143302900000002        0.0000000000000000     	  -40.143302900000002        0.0000000000000000     	  -40.143302900000002        0.0000000000000000     
  -40.043304399999997        0.0000000000000000     	  -40.043304399999997        0.0000000000000000     	  -40.043304399999997        0.0000000000000000     
  -39.943302199999998        0.0000000000000000     	  -39.943302199999998        0.0000000000000000     	  -39.943302199999998        0.0000000000000000     
  -39.843299899999998        0.0000000000000000     	  -39.843299899999998        0.0000000000000000     	  -39.843299899999998        0.0000000000000000     
  -39.743301400000000        0.0000000000000000     	  -39.743301400000000        0.0000000000000000     	  -39.743301400000000        0.0000000000000000     
  -39.643302900000002        0.0000000000000000     	  -39.643302900000002        0.0000000000000000     	  -39.643302900000002        0.0000000000000000     
  -39.543304399999997        0.0000000000000000     	  -39.543304399999997        0.0000000000000000     	  -39.543304399999997        0.0000000000000000     
  -39.443302199999998        0.0000000000000000     	  -39.443302199999998        0.0000000000000000     	  -39.443302199999998        0.0000000000000000     
  -39.343299899999998        0.0000000000000000     	  -39.343299899999998        0.0000000000000000     	  -39.343299899999998        0.0000000000000000     
  -39.243301400000000        0.0000000000000000     	  -39.243301400000000        0.0000000000000000     	  -39.243301400000000        0.0000000000000000     
  -39.143302900000002        0.0000000000000000     	  -39.143302900000002        0.0000000000000000     	  -39.143302900000002        0.0000000000000000     
  -39.043304399999997        0.0000000000000000     	  -39.043304399999997        0.0000000000000000     	  -39.043304399999997        0.0000000000000000     
  -38.943302199999998        0.0000000000000000     	  -38.943302199999998        0.0000000000000000     	  -38.943302199999998        0.0000000000000000     
  -38.843299899999998        0.0000000000000000     	  -38.843299899999998        0.0000000000000000     	  -38.843299899999998        0.0000000000000000     
  -38.743301400000000        0.0000000000000000     	  -38.743301400000000        0.0000000000000000     	  -38.743301400000000        0.0000000000000000     
  -38.643302900000002        0.0000000000000000     	  -38.643302900000002        0.0000000000000000     	  -38.643302900000002        0.0000000000000000     
  -38.543304399999997        0.0000000000000000     	  -38.543304399999997        0.0000000000000000     	  -38.543304399999997        0.0000000000000000     
  -38.443302199999998        0.0000000000000000     	  -38.443302199999998        0.0000000000000000     	  -38.443302199999998        0.0000000000000000     
  -38.343299899999998        0.0000000000000000     	  -38.343299899999998        0.0000000000000000     	  -38.343299899999998        0.0000000000000000     
  -38.243301400000000        0.0000000000000000     	  -38.243301400000000        0.0000000000000000     	  -38.243301400000000        0.0000000000000000     
  -38.143302900000002        0.0000000000000000     	  -38.143302900000002        0.0000000000000000     	  -38.143302900000002        0.0000000000000000     
  -38.043304399999997        0.0000000000000000     	  -38.043304399999997        0.0000000000000000     	  -38.043304399999997        0.0000000000000000     
  -37.943302199999998        0.0000000000000000     	  -37.943302199999998        0.0000000000000000     	  -37.943302199999998        0.0000000000000000     
  -37.843299899999998        0.0000000000000000     	  -37.843299899999998        0.0000000000000000     	  -37.843299899999998        0.0000000000000000     
  -37.743301400000000        0.0000000000000000     	  -37.743301400000000        0.0000000000000000     	  -37.743301400000000        0.0000000000000000     
  -37.643302900000002        0.0000000000000000     	  -37.643302900000002        0.0000000000000000     	  -37.643302900000002        0.0000000000000000     
  -37.543304399999997        0.0000000000000000     	  -37.543304399999997        0.0000000000000000     	  -37.543304399999997        0.0000000000000000     
  -37.443302199999998        0.0000000000000000     	  -37.443302199999998        0.0000000000000000     	  -37.443302199999998        0.0000000000000000     
  -37.343299899999998        0.0000000000000000     	  -37.343299899999998        0.0000000000000000     	  -37.343299899999998        0.0000000000000000     
  -37.243301400000000        0.0000000000000000     	  -37.243301400000000        0.0000000000000000     	  -37.243301400000000        0.0000000000000000     
  -37.143302900000002        0.0000000000000000     	  -37.143302900000002        0.0000000000000000     	  -37.143302900000002        0.0000000000000000     
  -37.043304399999997        0.0000000000000000     	  -37.043304399999997        0.0000000000000000     	  -37.043304399999997        0.0000000000000000     
  -36.943302199999998        0.0000000000000000     	  -36.943302199999998        0.0000000000000000     	  -36.943302199999998        0.0000000000000000     
  -36.843299899999998        0.0000000000000000     	  -36.843299899999998        0.0000000000000000     	  -36.843299899999998        0.0000000000000000     
  -36.743301400000000        0.0000000000000000     	  -36.743301400000000        0.0000000000000000     	  -36.743301400000000        0.0000000000000000     
  -36.643302900000002        0.0000000000000000     	  -36.643302900000002        0.0000000000000000     	  -36.643302900000002        0.0000000000000000     
  -36.543304399999997        0.0000000000000000     	  -36.543304399999997        0.0000000000000000     	  -36.543304399999997        0.0000000000000000     
  -36.443302199999998        1.9087865320521389E-313	  -36.443302199999998        1.7325251864542072E-313	  -36.443302199999998        1.4450582630417570E-314
  -36.343299899999998        3.6880808528343267E-297	  -36.343299899999998        3.3475157436084067E-297	  -36.343299899999998        2.7920836730395636E-298
  -36.243301400000000        2.6214949345815700E-281	  -36.243301400000000        2.3794206026035033E-281	  -36.243301400000000        1.9846184229329093E-282
  -36.143302900000002        6.8549316754865561E-266	  -36.143302900000002        6.2219329295387362E-266	  -36.143302900000002        5.1895670335477669E-267
  -36.043304399999997        6.5942097340652006E-251	  -36.043304399999997        5.9852865981706473E-251	  -36.043304399999997        4.9921859280640556E-252
  -35.943302199999998        2.3336079726777417E-236	  -35.943302199999998        2.1181177256310421E-236	  -35.943302199999998        1.7666718761822023E-237
  -35.843299899999998        3.0380754950762764E-222	  -35.843299899999998        2.7575332417734260E-222	  -35.843299899999998        2.2999932283873652E-223
  -35.743301400000000        1.4550393605816639E-208	  -35.743301400000000        1.3206779790019512E-208	  -35.743301400000000        1.1015462524873423E-209
  -35.643302900000002        2.5636364614018598E-195	  -35.643302900000002        2.3269049019996590E-195	  -35.643302900000002        1.9408163196823810E-196
  -35.543304399999997        1.6616657022572480E-182	  -35.543304399999997        1.5082240115873459E-182	  -35.543304399999997        1.2579739605645125E-183
  -35.443302199999998        3.9621999677969551E-170	  -35.443302199999998        3.5963221254577294E-170	  -35.443302199999998        2.9996071888990686E-171
  -35.343299899999998        3.4756388453301121E-158	  -35.343299899999998        3.1546910759557344E-158	  -35.343299899999998        2.6312531803548417E-159
  -35.243301400000000        1.1216010647116775E-146	  -35.243301400000000        1.0180300736316586E-146	  -35.243301400000000        8.4911479585288763E-148
  -35.143302900000002        1.3315200224192194E-135	  -35.143302900000002        1.2085646751895814E-135	  -35.143302900000002        1.0080351985935269E-136
  -35.043304399999997        5.8151712412355491E-125	  -35.043304399999997        5.2781861511686751E-125	  -35.043304399999997        4.4024101765643800E-126
  -34.943302199999998        9.3429243596662621E-115	  -34.943302199999998        8.4801791591186063E-115	  -34.943302199999998        7.0731167790700254E-116
