# data_e pred_e
-1.444864375000000000e+05 -1.444865565471608425e+05
-1.444744062500000000e+05 -1.444744391412258847e+05
-1.444740625000000000e+05 -1.444741518760541221e+05
-1.444859375000000000e+05 -1.444859715094963030e+05
-1.444860000000000000e+05 -1.444864160046067263e+05
-1.444867343750000000e+05 -1.444869753892930166e+05
-1.444892656250000000e+05 -1.444892063586414733e+05
-1.444726562500000000e+05 -1.444728307787602826e+05
-1.444730312500000000e+05 -1.444733563803412544e+05
-1.444767343750000000e+05 -1.444762934789499850e+05
-1.444762343750000000e+05 -1.444760371625692060e+05
-1.444741875000000000e+05 -1.444740776504665264e+05
-1.444752968750000000e+05 -1.444750418336068105e+05
-1.444889531250000000e+05 -1.444889777397413563e+05
-1.444892343750000000e+05 -1.444894145227250992e+05
-1.444708750000000000e+05 -1.444702087950088317e+05
-1.444876093750000000e+05 -1.444877545588803187e+05
-1.444762812500000000e+05 -1.444763989927893563e+05
-1.444772656250000000e+05 -1.444771271568264056e+05
-1.444778437500000000e+05 -1.444775537774450786e+05
-1.444744375000000000e+05 -1.444743667485725018e+05
-1.444872968750000000e+05 -1.444873787304741854e+05
-1.444912500000000000e+05 -1.444911884975606517e+05
-1.444837187500000000e+05 -1.444834611404062598e+05
-1.444730937500000000e+05 -1.444729922275367717e+05
-1.444876875000000000e+05 -1.444873709427693684e+05
-1.444740000000000000e+05 -1.444737497273365734e+05
-1.444752187500000000e+05 -1.444756038954329561e+05
-1.444782187500000000e+05 -1.444778306415207335e+05
-1.444747812500000000e+05 -1.444748160405633971e+05
-1.444760000000000000e+05 -1.444759564905592124e+05
-1.444760000000000000e+05 -1.444755529291599523e+05
-1.444731093750000000e+05 -1.444736108216423891e+05
-1.444743125000000000e+05 -1.444741285925547709e+05
-1.444886406250000000e+05 -1.444886395510362054e+05
-1.444756718750000000e+05 -1.444755695017396356e+05
-1.444748906250000000e+05 -1.444752885688749666e+05
-1.444749843750000000e+05 -1.444750177531921945e+05
-1.444741250000000000e+05 -1.444745912379072688e+05
-1.444734843750000000e+05 -1.444735586010834377e+05
-1.444737500000000000e+05 -1.444736664704197319e+05
-1.444824843750000000e+05 -1.444824419604786381e+05
-1.444726718750000000e+05 -1.444727175029560458e+05
-1.444757968750000000e+05 -1.444758428053866955e+05
-1.444772812500000000e+05 -1.444769118639758090e+05
-1.444762031250000000e+05 -1.444764388203882554e+05
-1.444745781250000000e+05 -1.444747978371913487e+05
-1.444740937500000000e+05 -1.444737859089488920e+05
-1.444729687500000000e+05 -1.444727841309643700e+05
-1.444860156250000000e+05 -1.444862775522818847e+05
-1.444722968750000000e+05 -1.444718334954222373e+05
-1.444852031250000000e+05 -1.444855598179530934e+05
-1.444882656250000000e+05 -1.444884995774465497e+05
-1.444762500000000000e+05 -1.444765658136986312e+05
-1.444763750000000000e+05 -1.444757668284479296e+05
-1.444747031250000000e+05 -1.444746414936216315e+05
-1.444720625000000000e+05 -1.444716459510896238e+05
-1.444859843750000000e+05 -1.444861589503533614e+05
-1.444734062500000000e+05 -1.444735570140354102e+05
-1.444697656250000000e+05 -1.444707124728252820e+05
-1.444744375000000000e+05 -1.444740985494226625e+05
-1.444733906250000000e+05 -1.444735344034206355e+05
-1.444881250000000000e+05 -1.444878461164085020e+05
-1.444730625000000000e+05 -1.444733566571093106e+05
-1.444860468750000000e+05 -1.444859757163241738e+05
-1.444736093750000000e+05 -1.444733933309082058e+05
-1.444728125000000000e+05 -1.444730949670904374e+05
-1.444731562500000000e+05 -1.444727708345197025e+05
-1.444732500000000000e+05 -1.444731011828330520e+05
-1.444855937500000000e+05 -1.444856423565848381e+05
-1.444764843750000000e+05 -1.444764745730279537e+05
-1.444737031250000000e+05 -1.444739970932975411e+05
-1.444875937500000000e+05 -1.444879391385914350e+05
-1.444757812500000000e+05 -1.444756598825136025e+05
-1.444881406250000000e+05 -1.444885539085569326e+05
-1.444857343750000000e+05 -1.444861607162832515e+05
-1.444852031250000000e+05 -1.444849608793096268e+05
-1.444813906250000000e+05 -1.444812816011371324e+05
-1.444745468750000000e+05 -1.444745328742757556e+05
-1.444873906250000000e+05 -1.444878948549213528e+05
-1.444766093750000000e+05 -1.444763906286722922e+05
-1.444761718750000000e+05 -1.444758595408378460e+05
-1.444748437500000000e+05 -1.444747765982510464e+05
-1.444721875000000000e+05 -1.444721715883094585e+05
-1.444725000000000000e+05 -1.444722882735090097e+05
-1.444869531250000000e+05 -1.444875792270696547e+05
-1.444739375000000000e+05 -1.444738433367087855e+05
-1.444719843750000000e+05 -1.444717505501273845e+05
-1.444785625000000000e+05 -1.444783130310513370e+05
-1.444749375000000000e+05 -1.444746896445127786e+05
-1.444897812500000000e+05 -1.444898824062068015e+05
-1.444739375000000000e+05 -1.444738290334996127e+05
-1.444783437500000000e+05 -1.444782519505349337e+05
-1.444930000000000000e+05 -1.444931597459774057e+05
-1.444716406250000000e+05 -1.444714494022316649e+05
-1.444895625000000000e+05 -1.444898121029023605e+05
-1.444745000000000000e+05 -1.444745618658434250e+05
-1.444720781250000000e+05 -1.444721374107383890e+05
-1.444739375000000000e+05 -1.444740582861086878e+05
-1.444729843750000000e+05 -1.444730499439313135e+05
-1.444743437500000000e+05 -1.444740245821309800e+05
-1.444886718750000000e+05 -1.444886692204863648e+05
-1.444879687500000000e+05 -1.444882014868133992e+05
-1.444755468750000000e+05 -1.444750500776158297e+05
-1.444869375000000000e+05 -1.444869584973106976e+05
-1.444727968750000000e+05 -1.444729030468516867e+05
-1.444738281250000000e+05 -1.444737622414016514e+05
-1.444871250000000000e+05 -1.444871187626505562e+05
-1.444863125000000000e+05 -1.444864564439039095e+05
-1.444749218750000000e+05 -1.444750692373561033e+05
-1.444909062500000000e+05 -1.444910500515083841e+05
-1.444891093750000000e+05 -1.444892607374480867e+05
-1.444986250000000000e+05 -1.444991070882152708e+05
-1.444760000000000000e+05 -1.444758383412436233e+05
-1.444746093750000000e+05 -1.444743774245042005e+05
-1.444735937500000000e+05 -1.444733290973417170e+05
-1.444886250000000000e+05 -1.444888987987026630e+05
-1.444726562500000000e+05 -1.444731721491046774e+05
-1.444772500000000000e+05 -1.444775571449028794e+05
-1.444773437500000000e+05 -1.444772599017293833e+05
-1.444885000000000000e+05 -1.444884243049328797e+05
-1.444738437500000000e+05 -1.444736343794991844e+05
-1.444740781250000000e+05 -1.444749971074478526e+05
-1.444776718750000000e+05 -1.444777052154878038e+05
-1.444868906250000000e+05 -1.444868965396253625e+05
-1.444730156250000000e+05 -1.444733980949345278e+05
-1.444897812500000000e+05 -1.444899741015279724e+05
-1.444868437500000000e+05 -1.444868158617592417e+05
-1.444745312500000000e+05 -1.444745503247546440e+05
-1.444753437500000000e+05 -1.444753011173900450e+05
-1.444743281250000000e+05 -1.444745874519791105e+05
-1.444885468750000000e+05 -1.444887017394673312e+05
-1.444864687500000000e+05 -1.444866124369827739e+05
-1.444757812500000000e+05 -1.444757859483347565e+05
-1.444738750000000000e+05 -1.444738724744510837e+05
-1.444912968750000000e+05 -1.444914513238195796e+05
-1.444712343750000000e+05 -1.444714669819621486e+05
-1.444876250000000000e+05 -1.444877173488340632e+05
-1.444754687500000000e+05 -1.444749737642137625e+05
-1.444746875000000000e+05 -1.444746038697640179e+05
-1.444731250000000000e+05 -1.444732176548115385e+05
-1.444747031250000000e+05 -1.444748925080180634e+05
-1.444714062500000000e+05 -1.444722162546159525e+05
-1.444762187500000000e+05 -1.444760939007082488e+05
-1.444737187500000000e+05 -1.444737767500104092e+05
-1.444746875000000000e+05 -1.444748235126518412e+05
-1.444889687500000000e+05 -1.444892951582304086e+05
-1.444713125000000000e+05 -1.444714953086382011e+05
-1.444822500000000000e+05 -1.444822150858439272e+05
-1.444784062500000000e+05 -1.444785910417848499e+05
-1.444850312500000000e+05 -1.444849214321917971e+05
-1.444878125000000000e+05 -1.444880434233313717e+05
-1.444735937500000000e+05 -1.444741435782585759e+05
-1.444777187500000000e+05 -1.444775940900265123e+05
-1.444720156250000000e+05 -1.444719584387530631e+05
-1.444693750000000000e+05 -1.444700502624255023e+05
-1.444734687500000000e+05 -1.444736308086574427e+05
-1.444732187500000000e+05 -1.444734586346452124e+05
-1.444738281250000000e+05 -1.444739808650909108e+05
-1.444727968750000000e+05 -1.444731609355672554e+05
-1.444732031250000000e+05 -1.444731044066027971e+05
-1.444764687500000000e+05 -1.444766278558612103e+05
-1.444764218750000000e+05 -1.444763600317439996e+05
-1.444984687500000000e+05 -1.444988295801885542e+05
-1.444745625000000000e+05 -1.444743566534800630e+05
-1.444765312500000000e+05 -1.444765718803564087e+05
-1.444757812500000000e+05 -1.444760354052741604e+05
-1.444900781250000000e+05 -1.444904019944319443e+05
-1.444761718750000000e+05 -1.444763522134093218e+05
-1.444748281250000000e+05 -1.444747443711405504e+05
-1.444760468750000000e+05 -1.444763636780169327e+05
-1.444742187500000000e+05 -1.444741858136012743e+05
-1.444888281250000000e+05 -1.444887774828020483e+05
-1.444782968750000000e+05 -1.444781394374986121e+05
-1.444992500000000000e+05 -1.444997232386510295e+05
-1.444783593750000000e+05 -1.444783847970452334e+05
-1.444743437500000000e+05 -1.444741292108807538e+05
-1.444865156250000000e+05 -1.444866315277049143e+05
-1.444739062500000000e+05 -1.444738546557556838e+05
-1.444712343750000000e+05 -1.444711858351699775e+05
-1.444760937500000000e+05 -1.444761240950990177e+05
-1.444757500000000000e+05 -1.444759349184059247e+05
-1.444710156250000000e+05 -1.444709235563831171e+05
-1.444741875000000000e+05 -1.444737377977815049e+05
-1.444857187500000000e+05 -1.444862924229017808e+05
-1.444714843750000000e+05 -1.444715427675144747e+05
-1.444718125000000000e+05 -1.444727135431101487e+05
-1.444757968750000000e+05 -1.444756250657622586e+05
-1.444742968750000000e+05 -1.444745489649069787e+05
-1.444788750000000000e+05 -1.444795140421714168e+05
-1.444792500000000000e+05 -1.444790154172948678e+05
-1.444782031250000000e+05 -1.444780835272365075e+05
-1.444871875000000000e+05 -1.444868954055548529e+05
-1.444764687500000000e+05 -1.444768114535388013e+05
-1.444876406250000000e+05 -1.444878260039124871e+05
-1.444751406250000000e+05 -1.444747470194242196e+05
-1.444740156250000000e+05 -1.444738468409698980e+05
-1.444992031250000000e+05 -1.444994305744156300e+05
-1.444753593750000000e+05 -1.444755642358364421e+05
-1.444706875000000000e+05 -1.444702891958895489e+05
-1.444750000000000000e+05 -1.444747999188791437e+05
-1.444913593750000000e+05 -1.444913227390900138e+05
-1.444760312500000000e+05 -1.444754683638700517e+05
-1.444738750000000000e+05 -1.444739768094468454e+05
-1.444848750000000000e+05 -1.444845518676149950e+05
-1.444785000000000000e+05 -1.444782775617878360e+05
-1.444747343750000000e+05 -1.444754215685451927e+05
-1.444871250000000000e+05 -1.444870757438935107e+05
-1.444771875000000000e+05 -1.444772790014169004e+05
-1.444892812500000000e+05 -1.444895410008753533e+05
-1.444860625000000000e+05 -1.444865338305066107e+05
-1.444734531250000000e+05 -1.444736334034983593e+05
-1.444739375000000000e+05 -1.444741781150003662e+05
-1.444784218750000000e+05 -1.444778168230620795e+05
-1.444769062500000000e+05 -1.444773123255677347e+05
-1.444864687500000000e+05 -1.444864025829695165e+05
-1.444745156250000000e+05 -1.444746879039953055e+05
-1.444862656250000000e+05 -1.444860306668413978e+05
-1.444765156250000000e+05 -1.444764663408040651e+05
-1.444746562500000000e+05 -1.444746335770357982e+05
-1.444754843750000000e+05 -1.444754807884967304e+05
-1.444897500000000000e+05 -1.444895398934768455e+05
-1.444989218750000000e+05 -1.444993561837507586e+05
-1.444764062500000000e+05 -1.444761181169951451e+05
-1.444866406250000000e+05 -1.444864888247450290e+05
-1.444730781250000000e+05 -1.444729592424796137e+05
-1.444737031250000000e+05 -1.444740103113521473e+05
-1.444853750000000000e+05 -1.444848889401231718e+05
-1.444753906250000000e+05 -1.444757606372658920e+05
-1.444761562500000000e+05 -1.444753108213727828e+05
-1.444737031250000000e+05 -1.444740416417669039e+05
-1.444864531250000000e+05 -1.444871049517687643e+05
-1.444739843750000000e+05 -1.444736033934355946e+05
-1.444896250000000000e+05 -1.444898880934261251e+05
-1.444852812500000000e+05 -1.444848993677083636e+05
-1.444702187500000000e+05 -1.444705071682222188e+05
-1.444885781250000000e+05 -1.444886777719691454e+05
-1.444737031250000000e+05 -1.444734336988047580e+05
-1.444858593750000000e+05 -1.444859584241670964e+05
-1.444782343750000000e+05 -1.444779620650176075e+05
-1.444760781250000000e+05 -1.444757549478741421e+05
-1.444887187500000000e+05 -1.444887788576760213e+05
-1.444744687500000000e+05 -1.444743964004380978e+05
-1.444875468750000000e+05 -1.444875000112008420e+05
-1.444856093750000000e+05 -1.444860727936078038e+05
-1.444762343750000000e+05 -1.444760967231416143e+05
-1.444720937500000000e+05 -1.444723792830956518e+05
-1.444759531250000000e+05 -1.444758781897785084e+05
-1.444886250000000000e+05 -1.444888800383765483e+05
-1.444725937500000000e+05 -1.444723927069919300e+05
-1.444858125000000000e+05 -1.444864290418059973e+05
-1.444861250000000000e+05 -1.444861573329436942e+05
-1.444920156250000000e+05 -1.444924390348378220e+05
-1.444892812500000000e+05 -1.444895329878384946e+05
-1.444857968750000000e+05 -1.444862062414139800e+05
-1.444780468750000000e+05 -1.444776777077017759e+05
-1.444748281250000000e+05 -1.444747136731575592e+05
-1.444754218750000000e+05 -1.444754938374818012e+05
-1.444708125000000000e+05 -1.444709596533183358e+05
-1.444884843750000000e+05 -1.444889465852324502e+05
-1.444886406250000000e+05 -1.444886017222042719e+05
-1.444886093750000000e+05 -1.444886346252113290e+05
-1.444734687500000000e+05 -1.444737477177628607e+05
-1.444767656250000000e+05 -1.444772309464328864e+05
-1.444716875000000000e+05 -1.444714636421544419e+05
-1.444761875000000000e+05 -1.444760719647468068e+05
-1.444728750000000000e+05 -1.444727822546703101e+05
-1.444913437500000000e+05 -1.444912923606887925e+05
-1.444816250000000000e+05 -1.444819460101082223e+05
-1.444738906250000000e+05 -1.444741892406269617e+05
-1.445003593750000000e+05 -1.445003729293375509e+05
-1.444731718750000000e+05 -1.444729268048804952e+05
-1.444741718750000000e+05 -1.444747624547368614e+05
-1.444759531250000000e+05 -1.444759358120994002e+05
-1.444736718750000000e+05 -1.444738265446486184e+05
-1.444746875000000000e+05 -1.444751487914183817e+05
-1.444856875000000000e+05 -1.444863278531691176e+05
-1.444749375000000000e+05 -1.444749404212342924e+05
-1.444784843750000000e+05 -1.444786542099828948e+05
-1.444870625000000000e+05 -1.444869765104475082e+05
-1.444755781250000000e+05 -1.444758102003739041e+05
-1.444882500000000000e+05 -1.444883986749802716e+05
-1.444864687500000000e+05 -1.444865300147313974e+05
-1.444760937500000000e+05 -1.444759151351732435e+05
-1.444797187500000000e+05 -1.444793727896866912e+05
-1.444883593750000000e+05 -1.444881107391369005e+05
-1.444741250000000000e+05 -1.444746095466578845e+05
-1.444742656250000000e+05 -1.444738965550299326e+05
-1.444867968750000000e+05 -1.444866502443279023e+05
-1.444749687500000000e+05 -1.444747660746785405e+05
-1.444719531250000000e+05 -1.444721976019787835e+05
-1.445005312500000000e+05 -1.445007796722402272e+05
-1.444885156250000000e+05 -1.444887420606387022e+05
-1.444770468750000000e+05 -1.444771124143132765e+05
-1.444725625000000000e+05 -1.444724525743006670e+05
-1.444963750000000000e+05 -1.444963585765879543e+05
-1.444879375000000000e+05 -1.444881681514371885e+05
-1.444876406250000000e+05 -1.444877243855638662e+05
-1.444896875000000000e+05 -1.444902005902488891e+05
-1.444725000000000000e+05 -1.444725151482331275e+05
-1.444721093750000000e+05 -1.444725483635349374e+05
-1.444730937500000000e+05 -1.444726108004218549e+05
-1.444754687500000000e+05 -1.444758336473407689e+05
-1.444733125000000000e+05 -1.444729100250112824e+05
-1.444725468750000000e+05 -1.444719130150585261e+05
-1.444887187500000000e+05 -1.444886725408039638e+05
-1.444707500000000000e+05 -1.444714087938087469e+05
-1.444750625000000000e+05 -1.444752440672916127e+05
-1.444736093750000000e+05 -1.444735100478533423e+05
-1.444995000000000000e+05 -1.444997925747809932e+05
-1.444719062500000000e+05 -1.444717145906155929e+05
-1.444760937500000000e+05 -1.444758449633294658e+05
-1.444869375000000000e+05 -1.444869727215607418e+05
-1.444787812500000000e+05 -1.444787295926085208e+05
-1.444851562500000000e+05 -1.444852767220436363e+05
-1.444755468750000000e+05 -1.444756510342973343e+05
-1.444776406250000000e+05 -1.444778435308503394e+05
-1.444774531250000000e+05 -1.444772041944818920e+05
-1.444736562500000000e+05 -1.444734138147535850e+05
-1.444813437500000000e+05 -1.444812372733461089e+05
-1.444725156250000000e+05 -1.444726526694803615e+05
-1.444738906250000000e+05 -1.444743151676942362e+05
-1.444782656250000000e+05 -1.444784546031505743e+05
-1.444984375000000000e+05 -1.444985164921301184e+05
-1.444750000000000000e+05 -1.444749170039639284e+05
-1.444720468750000000e+05 -1.444717382692999963e+05
-1.444765000000000000e+05 -1.444768182599010761e+05
-1.444743906250000000e+05 -1.444742490454985527e+05
-1.444792343750000000e+05 -1.444794048888713296e+05
-1.444896406250000000e+05 -1.444896364871634578e+05
-1.444758750000000000e+05 -1.444760695766409044e+05
-1.444871406250000000e+05 -1.444875248647284170e+05
-1.444862656250000000e+05 -1.444866470171627589e+05
-1.444758593750000000e+05 -1.444758710398787516e+05
-1.444730781250000000e+05 -1.444731977665185113e+05
-1.444799843750000000e+05 -1.444797471259706654e+05
-1.444763750000000000e+05 -1.444761699514536012e+05
-1.444858125000000000e+05 -1.444863060965109034e+05
-1.444722656250000000e+05 -1.444724034662410268e+05
-1.444895156250000000e+05 -1.444895067626654345e+05
-1.444721718750000000e+05 -1.444724851457859622e+05
-1.444724531250000000e+05 -1.444723664285677951e+05
-1.444745468750000000e+05 -1.444745853349664249e+05
-1.444726562500000000e+05 -1.444726790511340369e+05
-1.444887968750000000e+05 -1.444888695534143189e+05
-1.444887343750000000e+05 -1.444890694279759191e+05
-1.444781093750000000e+05 -1.444782528325813764e+05
-1.444859218750000000e+05 -1.444858435938979383e+05
-1.444741562500000000e+05 -1.444739281447305693e+05
-1.444896250000000000e+05 -1.444894279396549391e+05
-1.444859375000000000e+05 -1.444865915837314096e+05
-1.444749843750000000e+05 -1.444750383219218929e+05
-1.444997500000000000e+05 -1.445000688071023324e+05
-1.444707656250000000e+05 -1.444710826959788683e+05
-1.444738906250000000e+05 -1.444738844697378518e+05
-1.444747656250000000e+05 -1.444747449497844209e+05
-1.444866718750000000e+05 -1.444869687607185333e+05
-1.444760000000000000e+05 -1.444758687099337985e+05
-1.444803593750000000e+05 -1.444803982705678209e+05
-1.444768906250000000e+05 -1.444769806074121152e+05
-1.444767500000000000e+05 -1.444764317227769352e+05
-1.444757031250000000e+05 -1.444759940216167888e+05
-1.444726875000000000e+05 -1.444728339239860652e+05
-1.444898125000000000e+05 -1.444898567486891989e+05
-1.444750156250000000e+05 -1.444752958717207366e+05
-1.444897656250000000e+05 -1.444898883506785205e+05
-1.444785000000000000e+05 -1.444790128365220153e+05
-1.444785781250000000e+05 -1.444784147243982879e+05
-1.444763906250000000e+05 -1.444762848353558802e+05
-1.444716562500000000e+05 -1.444719529309247446e+05
-1.444735312500000000e+05 -1.444735101866192126e+05
-1.444739218750000000e+05 -1.444738876174638281e+05
-1.444758906250000000e+05 -1.444755995464665175e+05
-1.444883593750000000e+05 -1.444887048981346888e+05
-1.444769687500000000e+05 -1.444766539798367012e+05
-1.444861562500000000e+05 -1.444862141572665423e+05
-1.444781562500000000e+05 -1.444782784163335455e+05
-1.444732656250000000e+05 -1.444735638321176812e+05
-1.444766406250000000e+05 -1.444775364474417293e+05
-1.444779531250000000e+05 -1.444783530636195210e+05
-1.444749218750000000e+05 -1.444747355459925893e+05
-1.444753125000000000e+05 -1.444752497205433901e+05
-1.444748906250000000e+05 -1.444750380494569545e+05
-1.444753906250000000e+05 -1.444754176823454618e+05
-1.444759375000000000e+05 -1.444760818740981922e+05
-1.444881093750000000e+05 -1.444881842148297292e+05
-1.444725625000000000e+05 -1.444723621568702802e+05
-1.444739531250000000e+05 -1.444735173898114008e+05
-1.444895000000000000e+05 -1.444897268519824138e+05
-1.444745000000000000e+05 -1.444743613207165909e+05
-1.444753281250000000e+05 -1.444756049122628465e+05
-1.444739687500000000e+05 -1.444744543170523539e+05
-1.444764687500000000e+05 -1.444766453281269351e+05
-1.444731562500000000e+05 -1.444737441258417093e+05
-1.444871250000000000e+05 -1.444868026337541523e+05
-1.444713750000000000e+05 -1.444712335296818928e+05
-1.444709843750000000e+05 -1.444707260632360412e+05
-1.444728593750000000e+05 -1.444727432936177356e+05
-1.444875156250000000e+05 -1.444873978702076129e+05
-1.444762343750000000e+05 -1.444764829963459342e+05
-1.444740937500000000e+05 -1.444738008824939607e+05
-1.444753125000000000e+05 -1.444747969674329797e+05
-1.444752812500000000e+05 -1.444757816985287063e+05
-1.444899687500000000e+05 -1.444902822313332581e+05
-1.444866406250000000e+05 -1.444870321618591261e+05
-1.444841718750000000e+05 -1.444848156325108139e+05
-1.444766562500000000e+05 -1.444762546393823577e+05
-1.444877343750000000e+05 -1.444878385348631709e+05
-1.444746875000000000e+05 -1.444753179544278537e+05
-1.444891718750000000e+05 -1.444893530184710980e+05
-1.444742343750000000e+05 -1.444740909442501143e+05
-1.444892968750000000e+05 -1.444895328296950902e+05
-1.444778437500000000e+05 -1.444776621727538295e+05
-1.444778906250000000e+05 -1.444776870322993782e+05
-1.444974687500000000e+05 -1.444974977913872572e+05
-1.444742500000000000e+05 -1.444745177967921481e+05
-1.444759843750000000e+05 -1.444760619719961251e+05
-1.444730000000000000e+05 -1.444729846504273592e+05
-1.444882187500000000e+05 -1.444886468675761425e+05
-1.444746093750000000e+05 -1.444742975865965418e+05
-1.444745937500000000e+05 -1.444743402586105512e+05
-1.444877187500000000e+05 -1.444877538415308809e+05
-1.444840468750000000e+05 -1.444837159529773053e+05
-1.444729531250000000e+05 -1.444735771735513408e+05
-1.444913750000000000e+05 -1.444915980406779272e+05
-1.444988281250000000e+05 -1.444994177737645805e+05
-1.444762187500000000e+05 -1.444760266378282104e+05
-1.444860468750000000e+05 -1.444862409249841003e+05
-1.444722812500000000e+05 -1.444727446262111189e+05
-1.444755625000000000e+05 -1.444757263064071885e+05
-1.444762968750000000e+05 -1.444759236597628333e+05
-1.444781406250000000e+05 -1.444782400288815843e+05
-1.444979218750000000e+05 -1.444981323006389721e+05
-1.444882656250000000e+05 -1.444882505672366824e+05
-1.444744843750000000e+05 -1.444743103572757682e+05
-1.444740000000000000e+05 -1.444740419098685088e+05
-1.444771562500000000e+05 -1.444773391564617923e+05
-1.444891562500000000e+05 -1.444893946431823424e+05
-1.444745937500000000e+05 -1.444745689829022740e+05
-1.444719531250000000e+05 -1.444723358767899626e+05
-1.444750468750000000e+05 -1.444749891334848944e+05
-1.444761093750000000e+05 -1.444763243255069829e+05
-1.444735312500000000e+05 -1.444734330903531518e+05
-1.444779531250000000e+05 -1.444781056318078481e+05
-1.444887968750000000e+05 -1.444885782723804878e+05
-1.444892343750000000e+05 -1.444894007253954187e+05
-1.444859375000000000e+05 -1.444863511123809440e+05
-1.444926250000000000e+05 -1.444924951511800173e+05
-1.444720625000000000e+05 -1.444720211455677636e+05
-1.444738906250000000e+05 -1.444735735228709236e+05
-1.445002187500000000e+05 -1.445000415461061057e+05
-1.444867500000000000e+05 -1.444874774919170595e+05
-1.444865156250000000e+05 -1.444866148878467793e+05
-1.444990468750000000e+05 -1.444994145868210180e+05
-1.444781250000000000e+05 -1.444781174767738557e+05
-1.444857500000000000e+05 -1.444858514560474141e+05
-1.444724687500000000e+05 -1.444726739682360203e+05
-1.444748281250000000e+05 -1.444746297951215238e+05
-1.444741406250000000e+05 -1.444742268057333713e+05
-1.444714843750000000e+05 -1.444711626905941230e+05
-1.444987500000000000e+05 -1.444987431418805500e+05
-1.444852968750000000e+05 -1.444857635554626468e+05
-1.444774218750000000e+05 -1.444776905948479834e+05
-1.444767968750000000e+05 -1.444767679870244465e+05
-1.444877500000000000e+05 -1.444874129137368873e+05
-1.444785156250000000e+05 -1.444784307042022701e+05
-1.444897656250000000e+05 -1.444898485185278987e+05
-1.444976093750000000e+05 -1.444979440615387866e+05
-1.444763593750000000e+05 -1.444763542566658580e+05
-1.444999687500000000e+05 -1.445002854042451072e+05
-1.444744531250000000e+05 -1.444741831622643804e+05
-1.444733750000000000e+05 -1.444732385543010605e+05
-1.444749375000000000e+05 -1.444750262630905199e+05
-1.444770312500000000e+05 -1.444771178019482177e+05
-1.444742812500000000e+05 -1.444741879484128149e+05
-1.444846250000000000e+05 -1.444845784162636846e+05
-1.444724062500000000e+05 -1.444719779676712351e+05
-1.444760781250000000e+05 -1.444758753061816678e+05
-1.444871562500000000e+05 -1.444869565969434334e+05
-1.444869062500000000e+05 -1.444869960325867287e+05
-1.444705625000000000e+05 -1.444712114700258535e+05
-1.444753750000000000e+05 -1.444759783355143154e+05
-1.444746093750000000e+05 -1.444746922310754599e+05
-1.444742812500000000e+05 -1.444741475736706925e+05
-1.444748906250000000e+05 -1.444750751267482410e+05
-1.444714375000000000e+05 -1.444716143574407033e+05
-1.444981093750000000e+05 -1.444982989421880629e+05
-1.444745937500000000e+05 -1.444749598227795213e+05
-1.444761718750000000e+05 -1.444758640071489499e+05
-1.444867812500000000e+05 -1.444868539907033555e+05
-1.444847187500000000e+05 -1.444846935565964086e+05
-1.444792812500000000e+05 -1.444797906348189281e+05
-1.444777343750000000e+05 -1.444778069066769967e+05
-1.444763593750000000e+05 -1.444765728228427761e+05
-1.444885312500000000e+05 -1.444887335770634527e+05
-1.444722968750000000e+05 -1.444721648339921958e+05
-1.444885312500000000e+05 -1.444883960908866720e+05
-1.444739062500000000e+05 -1.444738439376767201e+05
-1.444742656250000000e+05 -1.444745173512866313e+05
-1.444738125000000000e+05 -1.444735083259227686e+05
-1.444743125000000000e+05 -1.444743222678918683e+05
-1.444720625000000000e+05 -1.444721880542989529e+05
-1.444858437500000000e+05 -1.444862086296875204e+05
-1.444751562500000000e+05 -1.444755308296262519e+05
-1.444753281250000000e+05 -1.444754234850842622e+05
-1.444886562500000000e+05 -1.444883583779225009e+05
-1.444701562500000000e+05 -1.444708388159462775e+05
-1.444732968750000000e+05 -1.444734696370996535e+05
-1.444731562500000000e+05 -1.444729163054292439e+05
-1.444831406250000000e+05 -1.444832354016321478e+05
-1.444733281250000000e+05 -1.444734698391936836e+05
-1.444874531250000000e+05 -1.444874550277676317e+05
-1.444717187500000000e+05 -1.444718790328404284e+05
-1.444872656250000000e+05 -1.444870990912338602e+05
-1.444868125000000000e+05 -1.444866721521830477e+05
-1.444867343750000000e+05 -1.444868002242385410e+05
-1.444822656250000000e+05 -1.444822860868713760e+05
-1.444801250000000000e+05 -1.444804249885519093e+05
-1.444984687500000000e+05 -1.444989968308242969e+05
-1.444722500000000000e+05 -1.444723989601330832e+05
-1.444890937500000000e+05 -1.444890552048801910e+05
-1.444910937500000000e+05 -1.444909511409676052e+05
-1.444752500000000000e+05 -1.444753776113703789e+05
-1.444764375000000000e+05 -1.444763143106754287e+05
-1.444847500000000000e+05 -1.444847170483929222e+05
-1.444871562500000000e+05 -1.444875664393486222e+05
-1.444911093750000000e+05 -1.444908969809238333e+05
-1.444746562500000000e+05 -1.444745406276507128e+05
-1.444747187500000000e+05 -1.444744744837152830e+05
-1.444729375000000000e+05 -1.444738093071946350e+05
-1.444785468750000000e+05 -1.444784955831941334e+05
-1.444737656250000000e+05 -1.444734227775237814e+05
-1.444868437500000000e+05 -1.444864505893288006e+05
-1.444754843750000000e+05 -1.444752843578298634e+05
-1.444742343750000000e+05 -1.444742343164575286e+05
-1.444881250000000000e+05 -1.444881447309657233e+05
-1.444865156250000000e+05 -1.444863440436504316e+05
-1.444719062500000000e+05 -1.444715657093251066e+05
